visit_id,variation,completed
766198484_66372600822_967439,Control,1
928485597_52406869030_340780,Test,0
389154260_53212229458_893599,Control,1
926676000_47854548322_846153,Test,0
355510715_81415910279_721323,Control,0
370235664_63258891808_712036,Control,0
641204597_52924481082_735273,Test,0
336170897_74317563512_205767,Test,0
862660567_84064523698_84250,Test,0
146097618_78319313779_887503,Test,1
149076769_45276004788_299784,Test,0
460037975_40286474667_618449,Control,1
701611209_20945249467_147611,Control,0
396069800_74510454516_646980,Control,0
70349881_75579186042_698868,Test,0
726104644_74144390850_820374,Test,1
666948409_37362704914_643913,Test,0
497376106_56080246285_74803,Control,1
25570517_61981988421_85576,Control,1
202531438_165878056_579859,Test,1
460319369_7273240041_69160,Test,0
620367979_16666813595_671413,Test,0
427069729_90872202671_155035,Test,0
392769221_64175009743_64196,Test,0
965730397_57004284523_568458,Test,1
546569314_43669531390_850995,Test,0
786110401_74774330623_310600,Control,1
220089273_98446253580_632253,Control,0
798043166_89678397295_809930,Test,0
730936787_89452349194_950548,Test,0
698668056_99843425961_482642,Test,0
369493406_52443644422_603921,Control,1
528318815_96834322727_383070,Control,1
225447354_84239935500_304915,Control,0
822384573_52322473489_240977,Control,1
939700677_44337547247_501652,Control,0
294990683_6434614375_234248,Control,0
692865196_7257001355_273302,Control,1
320995385_40825001161_837296,Control,0
410165194_65927474817_656361,Test,0
471434212_68943789907_830438,Test,0
302417595_94499068883_142568,Control,0
656316597_91458186477_629365,Test,0
216942412_37633640743_268418,Test,1
710658973_61500568264_193668,Control,0
82596136_78986926375_956466,Control,1
966158010_8286244599_627209,Control,1
858582184_61669602933_741844,Control,0
87401679_1039848515_623137,Test,1
427518070_22437014220_502044,Test,0
930734123_82514911804_324013,Test,0
241220292_836102063_272171,Control,0
741402022_73838986908_55005,Control,0
470670039_53641342099_547057,Control,1
813324448_27452962757_243469,Test,0
883968570_59281705118_171492,Test,1
407379942_51961381692_801113,Test,0
387684695_31817297286_36201,Control,0
83414647_6246920437_989280,Control,0
316606683_55191278082_902230,Control,1
828572739_70205285863_57553,Control,0
294509023_91291516137_205433,Control,1
478943445_27321162599_471227,Control,0
354165199_45675208690_412952,Test,1
218974504_29150877495_492070,Test,0
971145896_87378064574_838490,Test,0
5896760_81289075497_525795,Test,1
345559077_32030002659_641278,Test,1
534141390_35860797803_826818,Test,1
839453228_24030263212_278476,Test,1
388620869_20132456626_670327,Control,0
931859433_36382316211_397327,Control,0
102658008_48118015069_66903,Control,0
787357150_51059339258_310355,Control,0
111428143_11425186552_799716,Control,1
880750595_1409535823_1293,Test,1
727347943_39582628436_910146,Test,0
765278367_95980888956_954316,Test,1
590240395_91821667226_587860,Test,0
447160444_94912383463_897001,Control,1
429532767_66088320939_71321,Control,0
46407259_58600805237_468338,Test,0
266518946_31806017993_660729,Test,1
843836514_1921481173_974528,Test,0
631482721_54043474430_643600,Test,0
822548828_15612963345_197161,Test,0
667065979_90932551584_294689,Test,0
768954835_60739287199_221209,Test,1
679369416_47148030922_389551,Control,0
745358662_75236297874_590096,Control,1
999745626_63135446754_695326,Test,0
962623475_96204517369_119975,Test,0
484651708_24228406795_7949,Test,0
170649200_19344470296_295639,Test,0
738245402_54988370585_618218,Control,0
488717463_59709157846_657591,Test,1
589819941_6456528737_658221,Control,0
91441972_86489599240_991962,Test,1
391448932_1899119107_362869,Test,0
666917601_85059419602_754526,Test,1
269541591_20458442585_158601,Test,1
94249908_45050261662_851499,Control,0
422285029_5514315230_749720,Test,1
824308806_15773019792_227761,Control,1
339376979_74096504316_79175,Test,0
531801344_64388246062_52317,Test,1
780677979_24721786001_566449,Test,0
818658153_92148497727_266301,Control,0
974412333_95833293528_186405,Test,1
62370804_90514622884_771403,Test,1
355713008_93333647976_731023,Test,0
864590377_12651822668_492656,Test,0
193677143_37797244_896887,Test,1
88326801_8957311654_943424,Control,1
212612947_92650761832_831214,Test,1
235434722_74674750441_820883,Test,1
550552368_1581645153_733761,Test,1
714397899_76117119065_873584,Test,0
24380509_32832860146_456304,Test,0
114592859_34544332753_25039,Test,0
30045983_28768635626_220093,Control,0
509135477_99457464766_651888,Control,1
164676262_45012182860_512326,Control,0
880847586_48898611560_894207,Control,0
460340088_52726229147_890357,Test,0
981554345_51710534185_717500,Test,1
304498176_38324252915_849285,Test,0
76987772_95104193708_181592,Test,0
189418747_3816796516_980239,Test,0
852849740_61056763067_1399,Test,0
202116630_78076883291_973346,Test,1
612504095_22452704626_523308,Test,0
111798310_43645736226_972694,Control,1
994945406_74217947808_701917,Test,1
669537287_99088388517_105863,Control,1
641627627_174977000_868255,Control,0
660500451_45201445964_348240,Test,1
522679202_84395872280_386416,Control,1
455376479_78185778048_769073,Control,0
491163110_87580066059_432039,Control,0
566479714_17894446794_100792,Control,0
951989174_30164441646_912635,Control,0
320407305_17405488958_839830,Control,1
57392903_50763879723_81829,Control,0
893612681_95620995045_39341,Test,0
346704744_13381461963_69092,Control,1
907486565_42304747330_301229,Control,0
654301782_81797476247_911472,Control,1
22185908_41485647303_166468,Control,0
765679612_65813060800_570564,Control,0
12227319_45884293005_754296,Control,1
882207673_32187370532_717695,Control,0
902670826_47875175997_231260,Control,0
841941271_93057455948_378623,Control,0
66120472_51097830149_843505,Control,0
521288569_68984578958_407477,Test,0
923427999_83560656002_700615,Control,1
97044729_18159013996_784315,Test,1
719321487_26644677134_304098,Control,1
369950422_59492413361_745770,Control,1
441113199_35828449456_433267,Control,1
208170176_50795045452_665228,Test,0
209013496_82167753962_243985,Control,1
701912458_47353502318_76158,Test,1
528645363_39728342497_729205,Test,0
119272818_71181939226_368760,Test,0
932149071_97555410204_632294,Test,0
709187333_17425742622_360116,Test,0
673890834_2917369565_214563,Test,1
543174442_3541492294_740878,Control,1
682751549_29649791496_869567,Control,0
383702289_19597211271_752834,Control,1
732389292_1209721044_31409,Control,1
530368566_9262720010_627367,Control,0
531840365_74092742019_630527,Control,1
356295115_66873381986_800271,Control,0
63833575_36695133180_355006,Control,0
315224836_74412698729_603783,Test,1
437934357_79143754936_621965,Control,1
729859444_9457577440_467165,Control,0
772960379_74458291970_229814,Test,1
788799656_14325058995_566515,Test,1
445206097_83339471470_821987,Control,1
644274791_76882627791_467604,Test,1
770627572_36464705232_106282,Control,1
703138196_88215699760_290156,Control,0
74059173_7457942997_66615,Test,1
481240554_9938014043_455868,Test,0
177809178_4548840310_151813,Test,1
232920486_1133917117_585039,Control,0
689422836_96011159276_636416,Control,0
348571577_83411733357_929130,Control,1
153031031_50287904633_674258,Test,0
550930208_89816796254_55689,Test,1
791632869_69247025803_870408,Test,0
835464219_53317225432_999393,Test,1
167745727_87426713946_780132,Test,1
64816152_42924758758_494848,Control,1
399371316_39189899496_559976,Control,0
540225032_21037025339_787812,Test,1
549054569_13474926838_990829,Test,0
39584858_52878885314_168872,Test,1
336157771_39673103353_531639,Test,1
229188106_51723989166_363886,Test,1
648435852_3922246586_855551,Control,1
568962179_96417088630_431820,Test,1
903290482_74967747408_298551,Control,1
187225339_28563479871_743287,Control,1
942982703_23486888722_139648,Test,1
955225774_46492553279_579456,Control,1
135656942_31587652482_544531,Test,1
252846678_63319186499_907641,Control,0
226281073_30824138054_933819,Test,0
937575331_88649883703_629132,Control,1
859235179_18456276959_30559,Control,0
792033992_14192694767_139541,Control,1
52711126_7495473751_890728,Control,0
85561017_41284999077_595170,Control,1
189335267_32171036197_63885,Test,0
384515391_35368810683_948629,Test,0
80490860_71449589645_686996,Test,1
295457016_95446858238_526080,Test,0
107631330_22230037486_301416,Control,1
523430224_15764463736_312310,Test,1
860353183_97944478279_618827,Control,0
465324476_62322134611_128922,Test,0
561358177_93231544357_784894,Test,0
879523282_85808679939_771378,Test,0
337798028_59648591485_316398,Test,0
883039729_10914020241_975981,Test,0
696480383_21116670885_172104,Test,0
198709421_73491555597_24631,Control,0
285239628_77112443263_706214,Control,1
407645752_21735731881_43029,Control,1
575417712_46238015376_581188,Test,1
441193665_46437288202_837891,Test,1
305818811_8911202757_874073,Test,1
743121136_78277670887_200098,Control,0
195662066_25228518586_100761,Test,1
534121561_56057695210_280496,Test,0
658827416_49476920878_853686,Control,0
3324413_40795563883_616052,Test,0
617616858_5711282262_375624,Test,1
831740360_63886945779_607024,Test,0
259708893_85159725810_551246,Test,1
525276538_93071133795_757889,Test,1
932593080_69500864996_289087,Test,1
805415566_5241777627_520272,Test,0
202793450_50124320928_200114,Test,0
300628524_16933859013_775432,Control,0
126331582_6989339765_102805,Control,1
666738800_3743242286_361179,Control,1
492133299_11226368795_141445,Control,0
84645796_33122616009_878921,Control,0
984761714_44845993580_160531,Test,0
780016500_33078023505_314908,Test,0
686913893_91662697954_653965,Test,1
219032537_20197799130_224123,Test,0
978799479_83094326262_456489,Test,1
21412441_14038995186_866599,Test,0
822305343_25989190488_151812,Control,0
97604437_24604320118_277846,Control,0
300039147_12102315189_716810,Control,1
173830989_25978207829_226890,Control,0
951246294_28529328062_372797,Test,1
334244904_47569427342_98981,Control,0
69344982_52634064026_664662,Control,1
485231929_52430257131_301192,Test,0
287617302_59485634476_478728,Test,0
836026487_18494854741_448645,Test,1
492217525_55619023135_773716,Control,1
719778197_10762039929_249284,Control,0
221565097_10259473503_992006,Control,1
141285171_26743361291_336735,Test,1
580321511_481960133_511870,Test,1
868067194_20204200847_964158,Test,0
456925745_8210054867_407172,Test,1
293449575_64214210373_686377,Test,0
181622217_92279390139_809560,Test,0
833545667_12759345795_593063,Test,0
306353285_75581831824_10446,Test,0
893343122_43107766714_719974,Test,1
621249683_80967861237_957676,Test,1
109341543_93834603351_339892,Control,1
39542804_99172559450_29748,Test,1
575051377_91018698179_191790,Test,1
31242850_940855696_830227,Test,0
977769055_69489181330_304741,Test,0
582968640_21984402928_538571,Test,0
122621584_31222573035_657920,Test,0
459308308_24895967078_831892,Test,0
457407600_32120346570_283219,Test,1
975517014_26891360505_458180,Test,0
257508081_86593580601_34535,Test,0
448873718_89368133214_578047,Test,1
268850318_91870946302_488324,Test,0
14936434_38486192747_165307,Test,0
492848351_18288986430_409544,Test,0
303969741_81513867318_108704,Test,1
983696609_19544171873_634374,Test,0
375475250_35189879925_719311,Control,0
346980922_22536041130_768244,Test,1
613104902_48561040285_610530,Test,1
978112608_16000621578_32046,Test,1
756243424_44576817733_555915,Test,1
582068453_64924804574_838338,Control,1
788265898_98992560993_2431,Control,1
989371017_76497573831_829048,Control,0
564089804_55005036571_948235,Control,1
946749801_74384031210_656898,Control,0
161129596_39556843700_849642,Test,0
399778651_4447197148_297800,Test,0
703871297_32490191211_808335,Control,1
150571617_34191197472_221345,Test,1
948233143_20110790482_10287,Test,0
57046544_76107891033_517858,Test,0
632937546_72170612579_309829,Control,1
474725085_84335468021_205715,Test,0
73474862_49678053549_472150,Control,1
453555823_48842861967_693864,Test,1
928189338_56772283979_212083,Test,1
495481039_58531976425_295926,Control,0
640119863_16664666744_334691,Test,1
46762637_56814618823_714227,Test,0
251515969_32136726617_741079,Test,0
848489680_42385408884_456687,Test,1
428567881_76656175639_126030,Test,1
569132233_91922533839_488599,Test,1
21902092_7064387292_893044,Test,0
206874506_27530072939_111021,Test,1
563659457_68395797443_752738,Test,1
364120411_13020388104_214302,Test,0
614281760_92308442224_787787,Test,0
294217346_60958707085_185665,Control,1
390503977_55726415491_958409,Test,1
599722804_65284189325_164199,Control,1
678062532_82416063608_743889,Control,0
665460497_37912826159_607601,Test,1
80381984_99859964840_4788,Test,0
296606093_85286357578_926580,Test,0
599503215_12612062485_415617,Test,1
491611885_92217754692_459380,Test,0
201905551_65500697134_938790,Test,0
293928968_91600564997_913869,Test,1
363756165_31456412204_864238,Test,1
540522851_38874660551_439454,Control,0
731805811_47041171458_97401,Control,1
464901387_76233491066_939471,Control,1
267529416_23227757813_219531,Test,1
238166806_97869862731_134683,Control,0
969112720_15325087071_506437,Control,0
757279885_26575665289_115524,Control,0
997869567_47848321250_182228,Test,0
379647670_75956943148_36659,Test,0
268836911_85215207010_284878,Control,0
473949862_50051851640_473471,Test,1
5938238_7088555902_335474,Control,0
188422206_94062877888_330105,Control,0
496529319_96464011456_91558,Test,0
567632812_44360095226_826078,Test,1
197133676_78042386190_260465,Test,0
564023387_36736816510_309205,Test,1
636955038_9343491003_792674,Control,0
407352105_30873480101_945262,Test,0
422523173_81774263733_805226,Control,1
651050803_55881157597_587484,Control,0
75929543_79999027014_994820,Test,0
4555733_76018384566_267895,Test,0
208311207_36897827234_79722,Test,1
384654342_9805179374_451462,Test,0
745175779_73576721893_490863,Control,0
96407848_21517092543_264148,Test,1
665160822_16634953631_272194,Control,0
770142384_41876174138_260582,Control,1
229541585_40343402101_649455,Control,0
862233801_32344092684_741160,Control,0
106853793_982983940_670658,Control,0
235548053_99482168846_885503,Test,0
600754137_97940129327_422948,Control,1
176319811_87227472328_461297,Control,1
392725846_54183010053_282235,Control,1
675103733_61138701972_256205,Control,0
870624037_54009856791_294773,Test,1
490021323_77040687005_694065,Test,1
806156172_15389509159_949687,Test,1
504748152_11760270473_357271,Control,0
13877462_43342776511_489359,Test,1
391349536_6511293219_764479,Test,0
332557127_28276038153_439797,Control,0
680329407_98932137274_940488,Test,0
348558246_46485636873_903303,Test,1
103610734_70849851857_133700,Test,0
921315987_4075271855_891210,Control,1
576119236_80906406051_541873,Test,1
35644574_38523760790_371771,Control,1
387441919_68398091052_124753,Control,1
